id,company,x,y
687,Embracer Group,592.737,459.717
688,Embracer Group,503.873,564.770
689,Embracer Group,533.532,500.421
690,Embracer Group,505.429,456.452
691,Embracer Group,402.949,523.032
692,Embracer Group,376.582,438.481
693,Embracer Group,493.284,391.117
694,Embracer Group,518.461,457.704
695,Embracer Group,411.626,542.435
696,Embracer Group,355.475,445.918
697,Embracer Group,383.234,594.436
698,Embracer Group,571.569,456.483
699,Embracer Group,519.776,482.337
700,Embracer Group,510.950,539.937
701,Embracer Group,462.259,653.837
702,Embracer Group,576.894,620.569
703,Embracer Group,552.186,581.868
704,Embracer Group,501.184,428.792
705,Embracer Group,589.378,468.404
706,Embracer Group,486.926,433.892
707,Embracer Group,601.670,461.787
708,Embracer Group,339.574,591.702
709,Embracer Group,496.451,615.267
710,Embracer Group,504.413,419.092
711,Embracer Group,328.274,505.778
712,Embracer Group,476.393,418.348
713,Embracer Group,436.361,651.761
714,Embracer Group,444.573,408.564
715,Embracer Group,467.720,562.721
716,Embracer Group,362.799,443.931
717,Embracer Group,497.980,482.817
718,Embracer Group,452.476,429.277
719,Embracer Group,382.845,605.620
720,Embracer Group,550.162,435.867
721,Embracer Group,429.199,564.227
722,Embracer Group,610.222,520.833
723,Embracer Group,524.994,503.600
724,Embracer Group,357.495,486.405
725,Embracer Group,402.212,555.077
726,Embracer Group,486.911,603.047
727,Embracer Group,380.220,481.927
728,Embracer Group,326.160,553.203
729,Embracer Group,493.715,625.970
730,Embracer Group,398.925,478.570
731,Embracer Group,497.665,566.533
732,Embracer Group,326.055,542.938
733,Embracer Group,396.355,552.561
734,Embracer Group,564.185,430.371
735,Embracer Group,606.956,533.496
736,Embracer Group,560.450,645.793
737,Embracer Group,472.083,422.182
738,Embracer Group,348.409,589.716
739,Embracer Group,401.358,426.209
740,Embracer Group,363.388,567.634
741,Embracer Group,486.194,684.137
742,Embracer Group,328.870,485.169
743,Embracer Group,541.428,434.801
744,Embracer Group,360.567,432.403
745,Embracer Group,497.901,672.613
746,Embracer Group,534.477,526.094
747,Embracer Group,612.287,584.546
748,Embracer Group,423.442,423.779
749,Embracer Group,540.593,412.525
750,Embracer Group,387.946,498.135
751,Embracer Group,496.020,568.334
752,Embracer Group,534.479,532.970
